street,housenumber,place,lat,lon
Via Andrea Calmo ,"16",,45.402695,12.363598
Via Andrea Calmo ,"11",,45.40294,12.362718
Via Andrea Calmo ,7a,,45.402749,12.363206
Via Andrea Calmo ,"9",,45.402889,12.362849
Via Andrea Calmo ,"17",,45.403002,12.36256
Via Andrea Calmo ,"27",,45.403071,12.362379
Via Andrea Calmo ,"22",,45.402963,12.362918
Via Andrea Calmo ,"2",,45.402443,12.36426
Via Andrea Calmo ,"7",,45.402706,12.363316
Via Andrea Calmo ,"25",,45.403057,12.362415
Via Andrea Calmo ,"20",,45.402835,12.363224
Via Andrea Calmo ,"4",,45.402564,12.363953
Via Andrea Calmo ,"21",,45.403031,12.362483
Via Andrea Calmo ,7b,,45.402796,12.363086
Via Andrea Calmo ,"19",,45.403019,12.362515
Via Scutari ,9a,,45.416318,12.372932
Via Scutari ,"16",,45.417114,12.37341
Via Scutari ,12c,,45.416837,12.373269
Via Scutari ,"23",,45.417377,12.373476
Via Scutari ,"24",,45.417495,12.37359
Via Scutari ,9b,,45.416331,12.372937
Via Scutari ,"25",,45.417628,12.373602
Via Scutari ,"3",,45.416006,12.372781
Via Scutari ,"26",,45.417598,12.373641
Via Scutari ,"11",,45.416543,12.373051
Via Scutari ,"21",,45.417183,12.373374
Via Scutari ,"20",,45.417302,12.373502
Via Scutari ,"9",,45.4163,12.372924
Via Scutari ,"17",,45.416911,12.373235
Via Scutari ,"15",,45.416868,12.373213
Via Scutari ,"18",,45.417217,12.373458
Via Scutari ,"13",,45.416808,12.373184
Via Scutari ,"7",,45.416222,12.372882
Via Scutari ,"19",,45.41697,12.373265
Via Scutari ,"12",,45.416703,12.373203
Lungomare Gabriele D'annunzio ,"4",,45.418545,12.37964
Lungomare Gabriele D'annunzio ,12a,,45.416151,12.377575
Lungomare Gabriele D'annunzio ,"14",,45.415384,12.376918
Lungomare Gabriele D'annunzio ,"12",,45.416378,12.377773
Lungomare Gabriele D'annunzio ,12r,,45.415633,12.377142
Lungomare Gabriele D'annunzio ,"1",,45.419472,12.380653
Lungomare Gabriele D'annunzio ,14a,,45.415427,12.376957
Lungomare Gabriele D'annunzio ,"8",,45.416914,12.378243
Lungomare Gabriele D'annunzio ,"10",,45.416625,12.377989
Lungomare Gabriele D'annunzio ,"2",,45.41924,12.380265
Via Dalmazia ,4b,,45.409383,12.370727
Via Dalmazia ,2b,,45.409175,12.370386
Via Dalmazia ,"8",,45.409606,12.371094
Via Dalmazia ,"13",,45.409865,12.371383
Via Dalmazia ,5a,,45.409395,12.37061
Via Dalmazia ,"2",,45.409046,12.370175
Via Dalmazia ,"11",,45.409682,12.371082
Via Dalmazia ,"9",,45.409546,12.370859
Via Dalmazia ,8a,,45.40968,12.371215
Via Dalmazia ,6a,,45.409577,12.371048
Via Dalmazia ,"15",,45.409995,12.371588
Via Dalmazia ,"1",,45.409118,12.370157
Via Dalmazia ,8c,,45.409718,12.371278
Via Dalmazia ,"10",,45.409843,12.371482
Via Dalmazia ,4a,,45.409311,12.370608
Via Scutari ,"14",,45.416966,12.373334
Via Scutari ,19a,,45.41702,12.37329
Via Scutari ,"1",,45.415966,12.372759
Via Scutari ,"5",,45.416128,12.372834
Via Scutari ,"22",,45.417408,12.37355
Via Dalmazia ,"4",,45.409208,12.37044
Via Dalmazia ,11b,,45.409761,12.371212
Via Dalmazia ,"6",,45.409461,12.370856
Via Dalmazia ,4c,,45.409431,12.370806
Via Dalmazia ,"3",,45.409281,12.370424
Via Dalmazia ,11a,,45.409606,12.370956
Via Dalmazia ,"5",,45.409381,12.370588
Via Parenzo ,"2",,45.417543,12.376854
Via Parenzo ,"4",,45.4177,12.377054
Via Parenzo ,"14",,45.418681,12.377931
Via Parenzo ,"19",,45.418799,12.377935
Via Parenzo ,"7",,45.417749,12.376985
Via Parenzo ,"12",,45.41826,12.377584
Via Parenzo ,"5",,45.417459,12.376632
Via Parenzo ,"15",,45.41816,12.377393
Via Parenzo ,5b,,45.417652,12.376891
Via Parenzo ,23a,,45.419267,12.378299
Via Parenzo ,"23",,45.41915,12.37821
Via Parenzo ,"18",,45.419139,12.378288
Via Parenzo ,"13",,45.418143,12.377377
Via Parenzo ,"1",,45.417292,12.376382
Via Parenzo ,"9",,45.417855,12.377106
Via Parenzo ,"17",,45.418763,12.377906
Via Parenzo ,1a,,45.417295,12.37639
Via Parenzo ,"16",,45.419023,12.378193
Via Parenzo ,2b,,45.417395,12.376678
Via Parenzo ,"10",,45.418107,12.37744
Via Parenzo ,"11",,45.418032,12.377273
Via Parenzo ,"21",,45.418912,12.378025
Via Parenzo ,15a,,45.418281,12.377502
Via Parenzo ,2c,,45.417495,12.376794
Via Parenzo ,"3",,45.417358,12.376484
Via Parenzo ,14a,,45.418792,12.378016
Via Parenzo ,"25",,45.419303,12.378323
Via Parenzo ,5a,,45.417587,12.376806
Via Parenzo ,"8",,45.418056,12.377393
Via Gallipoli ,"9",,45.410707,12.367736
Via Gallipoli ,"20",,45.410279,12.367942
Via Gallipoli ,"24",,45.410075,12.367921
Via Gallipoli ,"6",,45.411306,12.367391
Via Gallipoli ,"4",,45.411424,12.36744
Via Gallipoli ,"5",,45.410967,12.367546
Via Gallipoli ,"18",,45.410443,12.36784
Via Gallipoli ,"26",,45.409965,12.367819
Via Gallipoli ,"11",,45.410626,12.367795
Via Gallipoli ,26a,,45.409905,12.36775
Via Gallipoli ,"14",,45.41067,12.367673
Via Gallipoli ,"16",,45.410578,12.367741
Via Gallipoli ,12a,,45.410696,12.367653
Via Gallipoli ,"17",,45.410215,12.368036
Via Gallipoli ,"12",,45.410797,12.367579
Via Gallipoli ,11a,,45.410531,12.367865
Via Gallipoli ,"7",,45.410798,12.367669
Via Gallipoli ,"15",,45.410317,12.368005
Via Gallipoli ,"19",,45.410055,12.367991
Via Gallipoli ,"13",,45.410437,12.36793
Via Gallipoli ,16a,,45.41048,12.367813
Via Gallipoli ,"22",,45.410098,12.367935
Via Gallipoli ,"2",,45.411619,12.367514
Via Gallipoli ,6a,,45.41126,12.367369
Via Gallipoli ,"1",,45.411313,12.367476
Via Gallipoli ,"3",,45.411189,12.367446
Via Gallipoli ,"8",,45.411065,12.367399
Via Ferruccio Parri ,"5",,45.378833,12.344553
Via Ferruccio Parri ,"8",,45.37874,12.34455
Via Ferruccio Parri ,"33",,45.375789,12.342972
Via Ferruccio Parri ,"14",,45.37851,12.345103
Via Ferruccio Parri ,"13",,45.378553,12.345233
Via Ferruccio Parri ,"31",,45.375956,12.343104
Via Ferruccio Parri ,"20",,45.378359,12.345467
Via Ferruccio Parri ,"7",,45.378818,12.34459
Via Ferruccio Parri ,"22",,45.378179,12.345914
Via Ferruccio Parri ,"17",,45.378432,12.345531
Via Ferruccio Parri ,"21",,45.378372,12.345811
Via Ferruccio Parri ,"23",,45.378311,12.345825
Via Ferruccio Parri ,"12",,45.378554,12.344996
Via Ferruccio Parri ,"11",,45.378634,12.345036
Via Ferruccio Parri ,"9",,45.378753,12.344745
Via Ferruccio Parri ,"16",,45.378489,12.345157
Via Ferruccio Parri ,"10",,45.378581,12.344931
Via Ferruccio Parri ,"19",,45.378419,12.345705
Via Ferruccio Parri ,"18",,45.378439,12.345278
Via Ferruccio Parri ,"24",,45.37813,12.346044
Via Ferruccio Parri ,"15",,45.378456,12.34547
Via Orso Partecipazio ,12a,,45.414619,12.368488
Via Orso Partecipazio ,"13",,45.414713,12.368291
Via Orso Partecipazio ,8b,,45.414683,12.368118
Via Orso Partecipazio ,"22",,45.414463,12.369415
Via Orso Partecipazio ,"15",,45.414669,12.368552
Via Orso Partecipazio ,"11",,45.414778,12.36791
Via Orso Partecipazio ,17a,,45.414624,12.368801
Via Orso Partecipazio ,"8",,45.414652,12.368304
Via Orso Partecipazio ,"17",,45.41464,12.368711
Via Orso Partecipazio ,21a,,45.414525,12.369373
Via Orso Partecipazio ,"21",,45.414542,12.369275
Via Orso Partecipazio ,10b,,45.414626,12.368455
Via Orso Partecipazio ,16m,,45.414519,12.369113
Via Orso Partecipazio ,"14",,45.414593,12.368639
Via Orso Partecipazio ,8c,,45.414732,12.367851
Via Orso Partecipazio ,"12",,45.414622,12.368471
Via Orso Partecipazio ,"23",,45.414481,12.369638
Via Orso Partecipazio ,"10",,45.41463,12.368439
Via Orso Partecipazio ,"1",,45.41495,12.366912
Via Orso Partecipazio ,"19",,45.414581,12.36905
Via Orso Partecipazio ,"18",,45.414504,12.369196
Via Orso Partecipazio ,"7",,45.414865,12.367405
Via Orso Partecipazio ,13c,,45.414685,12.368455
Via Orso Partecipazio ,8a,,45.414711,12.367965
Via Orso Partecipazio ,"5",,45.414897,12.367221
Via Orso Partecipazio ,"16",,45.414552,12.368895
Via Orso Partecipazio ,"4",,45.414826,12.367288
Riva di Corinto ,"19",,45.402098,12.359278
Riva di Corinto ,"20",,45.401789,12.359052
Piazzetta Trau' ,1a,,45.40291,12.361163
Piazzetta Trau' ,"1",,45.402873,12.361135
Via Orso Partecipazio ,"20",,45.414482,12.369316
Via Orso Partecipazio ,23a,,45.41451,12.369464
Via Orso Partecipazio ,10a,,45.414634,12.368419
Via Orso Partecipazio ,"24",,45.414429,12.369602
Via Orso Partecipazio ,"3",,45.41491,12.367143
Via Orso Partecipazio ,"9",,45.414826,12.367626
Via Paolo Renier ,"3",,45.402049,12.362187
Via Paolo Renier ,"4",,45.401935,12.362279
Via Paolo Renier ,7a,,45.401776,12.362785
Via Paolo Renier ,1b,,45.402242,12.36178
Via Paolo Renier ,2c,,45.402097,12.361915
Via Paolo Renier ,"1",,45.402195,12.36188
Via Paolo Renier ,1a,,45.402219,12.361829
Via Paolo Renier ,7a,,45.401756,12.362771
Via Paolo Renier ,"7",,45.401756,12.362771
Via Paolo Renier ,2b,,45.402166,12.361758
Via Paolo Renier ,"6",,45.401782,12.362618
Via Paolo Renier ,4a,,45.401872,12.362417
Via Paolo Renier ,"8",,45.401742,12.36276
Via Paolo Renier ,"5",,45.401918,12.362483
Via Paolo Renier ,"2",,45.402131,12.361837
Via Paolo Renier ,2a,,45.402177,12.361732
Ramo Bassanello ,"4",,45.374391,12.338995
Ramo Bassanello ,"22",,45.374002,12.339707
Ramo Bassanello ,"28",,45.373941,12.339943
Ramo Bassanello ,"18",,45.374076,12.339571
Ramo Bassanello ,"16",,45.374115,12.339501
Ramo Bassanello ,"6",,45.374346,12.339077
Ramo Bassanello ,"8",,45.374325,12.339116
Ramo Bassanello ,"12",,45.374212,12.339323
Ramo Bassanello ,"20",,45.374041,12.339635
Ramo Bassanello ,"10",,45.374249,12.339255
Ramo Bassanello ,"26",,45.373898,12.339854
Ramo Bassanello ,"14",,45.37416,12.339418
Ramo Bassanello ,"30",,45.373989,12.340012
Ramo Bassanello ,"24",,45.373911,12.339795
Via Orsmida Rosada ,"26",,45.381913,12.347391
Via Orsmida Rosada ,"66",,45.381321,12.348183
Via Orsmida Rosada ,"50",,45.381306,12.348035
Via Orsmida Rosada ,"24",,45.381862,12.347349
Via Orsmida Rosada ,"44",,45.381504,12.348197
Via Orsmida Rosada ,"20",,45.38177,12.347274
Via Orsmida Rosada ,"38",,45.381659,12.348323
Via Orsmida Rosada ,"64",,45.38124,12.348117
Via Orsmida Rosada ,"42",,45.38154,12.348228
Via Orsmida Rosada ,"52",,45.381273,12.348009
Via Orsmida Rosada ,"2",,45.382186,12.347479
Via Orsmida Rosada ,"36",,45.38215,12.347584
Via Orsmida Rosada ,"18",,45.381817,12.34718
Via Orsmida Rosada ,"62",,45.381207,12.34809
Via Orsmida Rosada ,"70",,45.381442,12.348282
Via Orsmida Rosada ,"4",,45.382148,12.347452
Via Orsmida Rosada ,"40",,45.38163,12.3483
Via Orsmida Rosada ,"68",,45.381339,12.348198
Via Orsmida Rosada ,"14",,45.381904,12.347252
Via Orsmida Rosada ,"22",,45.381821,12.347316
Via Orsmida Rosada ,"30",,45.382006,12.347467
Via Orsmida Rosada ,"12",,45.38195,12.347289
Via Orsmida Rosada ,"28",,45.381961,12.34743
Via Orsmida Rosada ,"48",,45.381389,12.348103
Via Orsmida Rosada ,"6",,45.382096,12.347408
Via Orsmida Rosada ,"8",,45.382044,12.347367
Via Orsmida Rosada ,"56",,45.381124,12.347814
Via Orsmida Rosada ,"10",,45.381995,12.347326
Via Orsmida Rosada ,"58",,45.381088,12.347993
Via Orsmida Rosada ,"32",,45.382067,12.347516
Via Orsmida Rosada ,"54",,45.381195,12.347943
Via Orsmida Rosada ,"46",,45.381411,12.34812
Via Orsmida Rosada ,"34",,45.382105,12.347547
Via Orsmida Rosada ,"72",,45.38146,12.348297
Via Orsmida Rosada ,"74",,45.381551,12.348372
Via Orsmida Rosada ,"16",,45.381859,12.347214
Via Orsmida Rosada ,"60",,45.381121,12.348019
Via Ferdinando Ongania ,"2",,45.396184,12.355218
Via Ferdinando Ongania ,2a,,45.396253,12.354975
Via Orsera ,"4",,45.420055,12.376452
Via Orsera ,"6",,45.42018,12.376592
Via Orsera ,4a,,45.420121,12.376525
Via Orsera ,"5",,45.42016,12.376496
Via Orsera ,"1",,45.419958,12.376276
Via Orsera ,"3",,45.420076,12.376405
Campo della Chiesa ,1a,,45.372616,12.337795
Campo della Chiesa ,"8",,45.372352,12.337955
Campo della Chiesa ,"3",,45.372616,12.337927
Campo della Chiesa ,"1",,45.37246,12.337755
Campo della Chiesa ,"5",,45.372537,12.338115
Campo della Chiesa ,"6",,45.372333,12.338031
Campo della Chiesa ,"10",,45.372341,12.337769
Campo della Chiesa ,"9",,45.372345,12.337848
Campo della Chiesa ,"2",,45.372614,12.337854
Campo della Chiesa ,"4",,45.372566,12.3381
Piazzetta Sant'antonio ,"1",,45.403112,12.361862
Fondamenta de la Madonna ,"5",,45.372986,12.339415
Fondamenta de la Madonna ,"1",,45.373077,12.338096
Fondamenta de la Madonna ,"8",,45.372987,12.339967
Fondamenta de la Madonna ,"7",,45.372992,12.339684
Fondamenta de la Madonna ,5a,,45.373032,12.339554
Fondamenta de la Madonna ,"4",,45.373049,12.339072
Fondamenta de la Madonna ,"6",,45.373033,12.339604
Riva di Corinto ,"9",,45.403365,12.360207
Riva di Corinto ,"7",,45.403578,12.360364
Riva di Corinto ,"8",,45.403449,12.360269
Riva di Corinto ,"14",,45.402794,12.359788
Riva di Corinto ,"16",,45.402654,12.359688
Riva di Corinto ,19a,,45.40195,12.359171
Riva di Corinto ,"15",,45.402711,12.35973
Riva di Corinto ,"13",,45.402856,12.359834
Riva di Corinto ,"18",,45.402208,12.359359
Riva di Corinto ,"17",,45.402464,12.359548
Riva di Corinto ,"11",,45.403171,12.360066
Riva di Corinto ,"10",,45.40321,12.360095
Riva di Corinto ,"5",,45.40442,12.361015
Riva di Corinto ,"12",,45.403051,12.359975
Via Alessandro Paganino ,"93",,45.383453,12.34947
Via Alessandro Paganino ,"41",,45.383467,12.348604
Via Alessandro Paganino ,"61",,45.38354,12.349078
Via Alessandro Paganino ,"1",,45.383628,12.347855
Via Alessandro Paganino ,"83",,45.383192,12.349251
Via Alessandro Paganino ,"13",,45.38387,12.348224
Via Alessandro Paganino ,"21",,45.383828,12.34849
Via Alessandro Paganino ,"39",,45.383411,12.348559
Via Alessandro Paganino ,"35",,45.383506,12.348153
Via Alessandro Paganino ,"47",,45.383622,12.348731
Via Alessandro Paganino ,"55",,45.383627,12.348817
Via Alessandro Paganino ,"5",,45.38386,12.348049
Via Alessandro Paganino ,"65",,45.383526,12.349163
Via Alessandro Paganino ,"9",,45.384108,12.348151
Via Alessandro Paganino ,"75",,45.383307,12.348865
Via Alessandro Paganino ,"25",,45.383792,12.348385
Via Alessandro Paganino ,"15",,45.383837,12.348302
Via Alessandro Paganino ,"45",,45.383567,12.348686
Via Alessandro Paganino ,"23",,45.383803,12.34851
Via Alessandro Paganino ,"31",,45.383635,12.348257
Via Alessandro Paganino ,"71",,45.383406,12.348946
Via Alessandro Paganino ,"73",,45.383367,12.348914
Via Alessandro Paganino ,"81",,45.38314,12.349208
Via Alessandro Paganino ,"85",,45.38324,12.349292
Via Alessandro Paganino ,"49",,45.383707,12.348686
Via Alessandro Paganino ,"7",,45.383976,12.348028
Via Alessandro Paganino ,"33",,45.383574,12.348209
Via Alessandro Paganino ,"59",,45.383552,12.348999
Via Alessandro Paganino ,"69",,45.38346,12.348991
Via Alessandro Paganino ,"51",,45.383733,12.348722
Via Alessandro Paganino ,"37",,45.383358,12.348519
Via Alessandro Paganino ,"19",,45.383825,12.348387
Via Alessandro Paganino ,"17",,45.383897,12.348154
Piazzale Malamocco ,"6",,45.372183,12.337453
Piazzale Malamocco ,"4",,45.372281,12.337616
Piazzale Malamocco ,"9",,45.371548,12.33724
Piazzale Malamocco ,"5",,45.372276,12.337577
Piazzale Malamocco ,"3",,45.372315,12.337647
Piazzale Malamocco ,"11",,45.371294,12.337061
Piazzale Malamocco ,"7",,45.372156,12.337446
Piazzale Malamocco ,5a,,45.372258,12.337494
Piazzale Malamocco ,"1",,45.372889,12.33746
Piazzale Malamocco ,"2",,45.372697,12.337435
Piazzale Malamocco ,9c,,45.371532,12.337239
Piazzale Malamocco ,"10",,45.371505,12.337238
Piazzale Malamocco ,"8",,45.372022,12.337454
Via Malamocco ,74a,,45.382308,12.34571
Via Malamocco ,"92",,45.376167,12.340294
Via Malamocco ,"94",,45.37566,12.339716
Via Malamocco ,97n,,45.376231,12.342642
Via Malamocco ,97a,,45.374756,12.340562
Via Malamocco ,97e,,45.37494,12.341608
Via Malamocco ,"96",,45.37546,12.339582
Via Malamocco ,"61",,45.381511,12.34525
Via Malamocco ,97c,,45.374975,12.341006
Via Malamocco ,"81",,45.378892,12.343092
Via Malamocco ,97f,,45.374945,12.341602
Via Malamocco ,"97",,45.374669,12.34041
Via Malamocco ,"90",,45.37644,12.340569
Via Malamocco ,97b,,45.374844,12.340721
Via Malamocco ,"103",,45.374116,12.338447
Via Malamocco ,"88",,45.376801,12.340923
Via Malamocco ,"86",,45.37745,12.341475
Via Malamocco ,97d,,45.375066,12.341115
Via Malamocco ,"99",,45.374332,12.338664
Via Malamocco ,101a,,45.37425,12.338582
Via Malamocco ,97g,,45.375424,12.341495
Via Malamocco ,"76",,45.381462,12.345019
Via Malamocco ,74c,,45.38168,12.3452
Via Malamocco ,"95",,45.376368,12.34069
Via Malamocco ,95a,,45.374559,12.340208
Via Malamocco ,"84",,45.378288,12.34226
Via Malamocco ,84a,,45.377907,12.341921
Via Malamocco ,"85",,45.377044,12.34136
Via Malamocco ,97m,,45.376278,12.342242
Calle Braura ,"4",,45.371412,12.338518
Via Alessandro Paganino ,"11",,45.383945,12.348093
Via Alessandro Paganino ,"87",,45.383294,12.349337
Via Alessandro Paganino ,"91",,45.383406,12.34943
Via Alessandro Paganino ,"67",,45.383512,12.349033
Via Alessandro Paganino ,"53",,45.383677,12.34875
Via Alessandro Paganino ,"79",,45.383102,12.349178
Via Alessandro Paganino ,"43",,45.383515,12.348644
Via Alessandro Paganino ,"3",,45.383756,12.347962
Via Alessandro Paganino ,"57",,45.383595,12.348893
Via Alessandro Paganino ,"29",,45.383689,12.348301
Via Alessandro Paganino ,"89",,45.383349,12.349383
Via Alessandro Paganino ,"63",,45.383563,12.349142
Via Alessandro Paganino ,"27",,45.383737,12.348341
Via Alessandro Paganino ,"77",,45.383246,12.348868
Via Malamocco ,97l,,45.376004,12.341994
Via Malamocco ,"83",,45.377715,12.34203
Via Malamocco ,"101",,45.374283,12.338615
Via Malamocco ,97h,,45.375361,12.341459
Calle Braura ,"3",,45.37154,12.338497
Calle Braura ,"1",,45.371579,12.338488
Calle Braura ,"5",,45.371506,12.338504
Calle Braura ,"7",,45.371471,12.338511
Corte Bravara ,"4",,45.371368,12.338109
Corte Bravara ,"2",,45.371357,12.338166
Corte Bravara ,4c,,45.371397,12.338104
Corte Bravara ,"5",,45.371463,12.338092
Corte Bravara ,"6",,45.371471,12.338163
Piazzale Bucintoro ,"1",,45.414674,12.376516
Via Delle Sirene ,"11",,45.400217,12.36201
Via Delle Sirene ,"9",,45.400217,12.36201
Via Delle Sirene ,"7",,45.400212,12.362021
Via Delle Sirene ,"11",,45.400223,12.362005
Via Delle Sirene ,"13",,45.400223,12.362005
Via Delle Sirene ,"1",,45.400095,12.362384
Via Delle Sirene ,"15",,45.400236,12.362016
Via Delle Sirene ,"4",,45.40023,12.362114
Via Delle Sirene ,"11",,45.400219,12.362006
Via Delle Sirene ,"9",,45.400219,12.362006
Via Delle Sirene ,"13",,45.400219,12.362006
Via Delle Sirene ,"5",,45.400101,12.362373
Via Delle Sirene ,"3",,45.400101,12.362373
Via Delle Sirene ,"2",,45.400149,12.362337
Via Delle Sirene ,"5",,45.400103,12.362369
Via Delle Sirene ,"3",,45.400103,12.362369
Via Doge Maurizio Galbaio ,7c,,45.367031,12.336694
Via Doge Maurizio Galbaio ,"8",,45.366986,12.336828
Via Doge Maurizio Galbaio ,"6",,45.366983,12.336654
Via Doge Domenico Monegario ,"7",,45.367751,12.337761
Via Mario Tiso ,"3",,45.37911,12.342334
Via Mario Tiso ,"7",,45.379208,12.342105
Via Mario Tiso ,"1",,45.379048,12.342483
Via Mario Tiso ,"11",,45.379317,12.341841
Via Mario Tiso ,"9",,45.379235,12.342037
Via Mario Tiso ,"5",,45.379163,12.34221
Calle del Forno ,"2",,45.372238,12.339119
Calle del Forno ,"1",,45.372368,12.339132
"Calle del Forno, ","3",,45.372283,12.339179
Via Cristoforo Colombo ,5a,,45.397878,12.36003
Via Cristoforo Colombo ,"6",,45.397986,12.359953
Via Cristoforo Colombo ,1b,,45.39775,12.360354
Via Cristoforo Colombo ,22b,,45.398759,12.358028
Via Cristoforo Colombo ,"1",,45.39771,12.360456
Via Cristoforo Colombo ,20b,,45.398667,12.358241
Via Cristoforo Colombo ,"37",,45.39822,12.359139
Via Cristoforo Colombo ,20g,,45.39859,12.358476
Via Cristoforo Colombo ,20a,,45.398698,12.358201
Via Cristoforo Colombo ,1a,,45.397761,12.360326
Via Cristoforo Colombo ,8b,,45.39804,12.359813
Via Cristoforo Colombo ,"4",,45.397783,12.360478
Via Cristoforo Colombo ,1e,,45.397567,12.360825
Via Cristoforo Colombo ,"20",,45.398645,12.358336
Via Cristoforo Colombo ,"41",,45.398738,12.357718
Via Cristoforo Colombo ,8a,,45.398052,12.359782
Via Cristoforo Colombo ,1d,,45.397595,12.360751
Via Cristoforo Colombo ,22a,,45.398741,12.358078
Via Cristoforo Colombo ,"3",,45.397775,12.360291
Via Cristoforo Colombo ,"5",,45.397842,12.360122
Via Cristoforo Colombo ,4a,,45.397926,12.360108
Via Cristoforo Colombo ,"8",,45.398091,12.359683
Via Cristoforo Colombo ,1c,,45.397645,12.360621
Via Doge Domenico Monegario ,"9",,45.367621,12.337789
Via Doge Domenico Monegario ,"1",,45.368435,12.337625
Via Doge Domenico Monegario ,"2",,45.368464,12.337697
Strada della Droma ,"130",,45.340038,12.310062
Strada della Droma ,"95",,45.346019,12.313113
Strada della Droma ,"53",,45.346986,12.317943
Strada della Droma ,44a,,45.348057,12.319777
Strada della Droma ,"83",,45.346827,12.315191
Strada della Droma ,"128",,45.339836,12.31035
Strada della Droma ,61a,,45.346779,12.317396
Strada della Droma ,61b,,45.346779,12.317396
Strada della Droma ,61c,,45.346779,12.317396
Strada della Droma ,85a,,45.346905,12.314505
Strada della Droma ,"51",,45.346992,12.317958
Strada della Droma ,"109",,45.344343,12.310169
Via Antonio Canal ,"3",,45.412309,12.366446
Via Antonio Canal ,"2",,45.412238,12.366775
Via Antonio Canal ,"1",,45.412224,12.366842
Via Antonio Canal ,"4",,45.412408,12.366035
Via Antonio Canal ,"5",,45.41244,12.365895
Strada della Droma ,61m,,45.346761,12.317356
Strada della Droma ,"81",,45.346715,12.315497
Strada della Droma ,"82",,45.346828,12.315311
Strada della Droma ,"9",,45.350127,12.325565
Strada della Droma ,"102",,45.341037,12.30938
Strada della Droma ,"106",,45.34054,12.309491
Strada della Droma ,"122",,45.33944,12.310657
Strada della Droma ,76a,,45.346686,12.31569
Strada della Droma ,"76",,45.346686,12.31569
Strada della Droma ,"80",,45.346692,12.31567
Strada della Droma ,"47",,45.347371,12.318781
Strada della Droma ,"110",,45.339916,12.309946
Strada della Droma ,"44",,45.348065,12.319792
Strada della Droma ,78a,,45.346688,12.315684
Strada della Droma ,"78",,45.346688,12.315684
Strada della Droma ,"85",,45.346892,12.315026
Strada della Droma ,"7",,45.350147,12.325575
Strada della Droma ,"49",,45.347353,12.318751
Strada della Droma ,"10",,45.350134,12.325568
Strada della Droma ,61f,,45.346767,12.317369
Strada della Droma ,"103",,45.344754,12.3105
Strada della Droma ,61b,,45.346777,12.317392
Strada della Droma ,61c,,45.346777,12.317392
Strada della Droma ,"90",,45.347665,12.315524
Strada della Droma ,"37",,45.349047,12.321932
Strada della Droma ,"118",,45.339432,12.310649
Strada della Droma ,"112",,45.339432,12.310649
Strada della Droma ,"96",,45.346289,12.31346
Strada della Droma ,"91",,45.346255,12.313527
Strada della Droma ,59a,,45.346851,12.31758
Strada della Droma ,"121",,45.34309,12.309476
Strada della Droma ,"35",,45.34911,12.322094
Strada della Droma ,"104",,45.34077,12.309449
Strada della Droma ,"61",,45.346803,12.317454
Strada della Droma ,61d,,45.34686,12.317625
Strada della Droma ,"13",,45.349965,12.325042
Strada della Droma ,"74",,45.34671,12.316215
Strada della Droma ,"113",,45.344163,12.310047
Strada della Droma ,"39",,45.348928,12.321584
Strada della Droma ,"21",,45.34972,12.323961
Strada della Droma ,"94",,45.346401,12.313664
Strada della Droma ,"55",,45.346979,12.317924
Strada della Droma ,"87",,45.346857,12.314384
Strada della Droma ,"111",,45.344326,12.310157
Strada della Droma ,"15",,45.34994,12.324935
Strada della Droma ,61a,,45.346781,12.3174
Strada della Droma ,61b,,45.346781,12.3174
Strada della Droma ,"105",,45.344678,12.310445
Strada della Droma ,"99",,45.345067,12.310744
Strada della Droma ,"57",,45.346975,12.317914
Strada della Droma ,83a,,45.346855,12.31512
Strada della Droma ,"56",,45.347158,12.318136
Strada della Droma ,"114",,45.339428,12.310644
Strada della Droma ,"116",,45.339428,12.310644
Strada della Droma ,"52",,45.347402,12.318632
Strada della Droma ,"118",,45.339435,12.310652
Strada della Droma ,"112",,45.339435,12.310652
Strada della Droma ,88a,,45.347644,12.315484
Strada della Droma ,"40",,45.348891,12.321381
Strada della Droma ,"114",,45.339425,12.310641
Strada della Droma ,"116",,45.339425,12.310641
Via Delle Ville ,"4",,45.348394,12.322008
Via Delle Ville ,"5",,45.348478,12.322316
Via Delle Ville ,"2",,45.348707,12.32267
Via Delle Ville ,1n,,45.348617,12.322599
Via Delle Ville ,1e,,45.348642,12.322632
Via Delle Ville ,"3",,45.34857,12.322521
Via Delle Ville ,1f,,45.348637,12.322624
Via Delle Ville ,1r,,45.348611,12.322595
Via dei Villini ,"15",,45.348692,12.318306
Via dei Villini ,"9",,45.348618,12.318675
Via dei Villini ,"6",,45.348733,12.318335
Via dei Villini ,"4",,45.348673,12.318631
Via Delle Meduse ,"4",,45.399432,12.361872
Via Delle Meduse ,"10",,45.399587,12.361376
Via Delle Meduse ,4a,,45.399462,12.361773
Via Delle Meduse ,"7",,45.399564,12.361359
Via Delle Meduse ,3b,,45.399448,12.361656
Via Delle Meduse ,2a,,45.399368,12.362066
Via Delle Meduse ,1c,,45.39933,12.362026
Via Delle Meduse ,2b,,45.399395,12.361981
Via Delle Meduse ,"5",,45.399515,12.361441
Via Delle Meduse ,1e,,45.399364,12.361912
Via Delle Meduse ,"8",,45.399523,12.361577
Via Delle Meduse ,"1",,45.39931,12.362088
Via Zante ,12b,,45.40242,12.359841
Via Zante ,10a,,45.40284,12.360024
Via Zante ,"5",,45.403045,12.360293
Via Zante ,"11",,45.402527,12.360065
